id,price
0,7.079750000000001
1,8.35320999999999
2,7.636380000000003
3,8.519120000000001
4,9.53003000000001
5,8.43089
6,6.1370600000000035
7,9.22171
8,8.867170000000009
9,8.907950000000001
10,8.46154
11,7.543179999999994
12,9.28051
13,7.931150000000003
14,9.598749999999995
15,6.855420000000005
16,6.588109999999993
17,6.400139999999997
18,8.623140000000003
19,8.380580000000002
20,6.85692
21,6.284190000000001
22,9.427279999999994
23,7.590640000000007
24,9.141570000000007
25,6.496089999999996
26,7.884609999999993
27,8.143480000000006
28,6.729010000000003
29,8.917229999999996
30,8.46094
31,8.469070000000002
32,9.629850000000001
33,8.454019999999995
34,7.902570000000001
35,6.404130000000002
36,8.0189
37,6.56503
38,8.820479999999998
39,7.1758500000000005
40,6.777359999999999
41,7.889189999999993
42,8.99597
43,8.295260000000003
44,6.2868200000000005
45,8.274859999999997
46,8.900420000000006
47,7.338539999999998
48,8.340279999999993
49,6.174420000000005
50,7.693889999999998
51,8.320620000000002
52,8.685089999999997
53,7.7499400000000005
54,7.954140000000002
55,8.262150000000005
56,7.9772799999999995
57,9.581660000000001
58,7.784450000000004
59,7.151650000000002
60,7.564169999999999
61,7.600140000000003
62,7.489549999999993
63,8.410649999999997
64,8.23967
65,8.68682
66,8.496149999999998
67,6.942919999999997
68,7.615769999999995
69,6.687600000000002
70,7.900079999999997
71,6.992250000000001
72,7.5279200000000035
73,9.677500000000002
74,7.068049999999999
75,6.385010000000001
76,6.646790000000006
77,6.312210000000004
78,9.021670000000004
79,8.358959999999993
80,6.639149999999998
81,8.338169999999996
82,6.908370000000002
83,6.781619999999996
84,6.410170000000003
85,7.670710000000001
86,7.839610000000005
87,8.530829999999998
88,7.27552
89,6.244440000000002
90,7.056970000000006
91,6.816389999999999
92,5.941600000000003
93,6.548399999999998
94,6.351199999999997
95,6.875620000000001
96,8.288029999999997
97,6.4931899999999985
98,8.34877
99,7.82477
100,7.400190000000002
101,8.149270000000005
102,8.461130000000002
103,7.929009999999995
104,8.342190000000004
105,7.758630000000002
106,7.721129999999999
107,7.51092
108,8.65974
109,7.347279999999999
110,6.836000000000006
111,6.2437299999999984
112,7.990620000000003
113,6.886270000000011
114,6.480599999999998
115,6.082950000000003
116,6.143520000000002
117,8.535780000000006
118,6.380179999999997
119,6.867520000000009
120,6.715789999999996
121,9.034049999999995
122,6.5402
123,9.183680000000003
124,7.8937900000000045
125,8.138450000000006
126,7.409690000000005
127,8.285050000000005
128,6.96243
129,6.703459999999999
130,8.426280000000002
131,7.647119999999998
132,8.304640000000003
133,8.06784
134,9.670639999999993
