id,price
0,7.074299999999999
1,8.352099999999993
2,7.650380000000001
3,8.517389999999999
4,9.530990000000003
5,8.430899999999998
6,6.1602799999999975
7,9.232700000000001
8,8.853330000000007
9,8.88812
10,8.470370000000004
11,7.527209999999996
12,9.27651
13,7.916930000000003
14,9.585889999999994
15,6.868050000000002
16,6.593179999999992
17,6.402100000000002
18,8.607789999999998
19,8.361740000000005
20,6.8618700000000015
21,6.3212399999999995
22,9.425769999999995
23,7.582360000000007
24,9.150840000000006
25,6.485939999999996
26,7.87107
27,8.157250000000003
28,6.778260000000002
29,8.880179999999998
30,8.481670000000001
31,8.457030000000005
32,9.610150000000003
33,8.467879999999997
34,7.89795
35,6.393060000000002
36,8.019389999999996
37,6.556210000000004
38,8.804790000000002
39,7.170839999999998
40,6.7494000000000005
41,7.911989999999996
42,8.992189999999999
43,8.282250000000001
44,6.3010899999999985
45,8.273880000000002
46,8.907290000000005
47,7.335819999999995
48,8.351719999999993
49,6.168660000000004
50,7.716749999999999
51,8.323360000000005
52,8.682660000000004
53,7.766239999999999
54,7.931819999999999
55,8.269870000000004
56,8.005920000000001
57,9.56666
58,7.780410000000007
59,7.158020000000005
60,7.561149999999999
61,7.605200000000005
62,7.490169999999993
63,8.401489999999997
64,8.261140000000005
65,8.69248
66,8.504589999999999
67,6.929080000000002
68,7.612369999999993
69,6.708600000000001
70,7.891289999999999
71,6.993230000000002
72,7.521470000000002
73,9.664780000000004
74,7.075989999999999
75,6.3996
76,6.644860000000006
77,6.316200000000002
78,9.002560000000008
79,8.373999999999997
80,6.636560000000003
81,8.341640000000002
82,6.901140000000006
83,6.777329999999999
84,6.38647
85,7.675419999999999
86,7.880050000000002
87,8.517629999999999
88,7.228650000000001
89,6.255379999999997
90,7.061770000000007
91,6.8129100000000005
92,5.953520000000002
93,6.56221
94,6.3610099999999985
95,6.856729999999998
96,8.303089999999996
97,6.501929999999996
98,8.342030000000005
99,7.843059999999995
100,7.384000000000001
101,8.155330000000003
102,8.477810000000003
103,7.912349999999999
104,8.34105
105,7.7375100000000065
106,7.707380000000003
107,7.512919999999998
108,8.662420000000003
109,7.37964
110,6.824680000000006
111,6.237929999999999
112,8.000020000000005
113,6.89022000000001
114,6.457080000000001
115,6.072130000000004
116,6.108910000000003
117,8.544600000000006
