id,price
0,7.360958318043288
1,8.291096066819819
2,7.516602112113885
3,8.109497402179297
4,9.751126314139263
5,8.303905659155983
6,6.715902185709366
7,9.25823973651908
8,8.41672428877585
9,8.885414212970996
10,8.3534702661893
11,7.3752326365596765
12,9.425269877033923
13,8.059931820630588
14,9.105190813362125
15,7.102122919201396
16,6.808584603578071
17,6.952590755172681
18,8.620760350213423
19,8.19548146794756
20,6.959874594945516
21,6.582402427406544
22,9.132024012892174
23,7.358905570450644
24,8.42195603063297
25,6.748260488125817
26,7.880969767062778
27,7.786528417404562
28,7.165669003463366
29,8.86268170101695
30,8.578771709596055
31,8.382312004380587
32,9.200510037206616
33,8.547291086462803
34,7.345801967408266
35,6.480383162301589
36,7.841618582098129
37,6.501942100203129
38,9.078397404960354
39,7.35337871343653
40,6.771283762401423
41,7.503789726166917
42,8.699459861564229
43,8.161948227157048
44,6.6683860384009535
45,7.834333962712979
46,8.737051919836286
47,7.322776874037255
48,8.272715473505823
49,6.40109510979682
50,7.881554280219776
51,8.139509531006134
52,8.211805610510407
53,7.736082687800318
54,7.87075355138331
55,8.14884455914698
56,7.574326678978601
57,9.392614380494301
58,7.732021726384902
59,7.377280771446116
60,7.448697742377945
61,7.469377636674735
62,7.453637357591954
63,8.432753965858636
64,8.278826323935391
65,8.30624605062092
66,8.550219304437082
67,7.3994253919231285
68,7.362126045003421
69,6.683538555942086
70,7.889716124114273
71,6.897203461323637
72,7.6772231036252085
73,8.345596066167095
74,7.283131548431011
75,6.43286688505779
76,6.7144324570167795
77,6.598139003330821
78,9.034941764293507
79,7.786818075275339
80,6.6683836995640045
81,8.275643691480102
82,7.012910063015649
83,6.936260180808224
84,6.464346728578728
85,7.807790680924478
86,7.625312972679207
87,8.275057229292315
88,6.9444229992181175
89,6.478328400710462
90,6.795476907571032
91,7.012323405924783
92,6.653814850599861
93,6.747963034131876
94,6.676838969455476
95,6.950241398166106
96,7.82646054230309
97,7.015253378026773
98,8.094044052324188
99,7.676635277115867
100,7.005917895112076
101,8.137455029285778
102,8.61841060340069
103,7.802263693974978
104,7.762913093719568
105,7.729381347185996
106,7.763205999974996
107,7.440824581838829
108,8.677017397287116
109,7.1335972404684265
110,6.676544893781573
111,6.503402473547919
112,7.72385507488112
113,6.675079517924419
114,6.645357241871441
115,6.755538675709358
116,6.5273055060729
117,8.571188986540033
118,6.7564175893787235
119,6.8082848757148735
120,6.740091172946622
121,8.89327704364692
122,6.690819147330269
123,9.200797161337366
124,7.739887545574706
125,7.794392157628188
126,7.400593703592499
127,8.15700302472144
128,7.0516715374078585
129,6.692576909701307
130,8.125522401588185
131,8.082362330852181
132,8.424586339839458
133,7.90486617288307
134,9.510074911463464
135,6.731634018992052
136,7.313728840091773
137,9.121216072641783
138,7.676632743375839
139,7.10910586169256
140,8.67642924593931
141,7.01525051944828
142,7.456269485893846
143,8.400389231640574
144,7.792632706097132
145,8.800006344495024
146,7.014957158419
147,8.75948353450866
148,6.706557672285338
149,6.629907790077912
150,7.3836797854895195
151,6.708022658336333
152,9.71147312744216
153,8.758310999939244
154,7.036515706514383
155,6.79459357609854
156,6.732218727052128
157,7.757090796709997
158,7.330053697299244
159,7.3778603470584425
160,7.076451924377572
161,7.424787823277503
162,8.138037138638133
163,8.283801507377634
164,6.960744348170164
165,6.700444677921901
166,8.746965484106369
167,6.401673515990672
168,8.30272292465876
169,6.677420169260129
170,7.0761582385098265
171,8.296610839843026
172,8.066912489252495
173,9.83069551374702
174,7.430605832419333
175,7.4854034806636305
176,8.186135980008137
177,7.177883103102413
178,7.038272364434639
179,7.637279544412706
180,8.620749825447154
181,6.637189745787648
182,8.44003026937908
183,7.139411286580982
184,6.669842123878004
185,7.012903371343268
